,,DHAK_HAK,DHAK_HAJ,DHAK_HAH,DHAK_HAG,DHAK_HAE,DHAK_HAD,DHAK_HAB,DHAK_HAL,DHAK_HAM,DHAK_HAN,DHAK_HAO,DHAK_HAP,DHAK_HAT,DHAK_HA,DHAK_HAA,DHAK_HD,DHAK_HC,DHAK_HN,DHAK_HO,DHAK_HL,DHAK_HM,DHAK_HK,DHAK_HG,DHAK_HE,DHAK_HF,DHAK_HCU,DHAK_HCV,DHAK_HCQ,DHAK_HCR,DHAK_HCT,DHAK_HCM,DHAK_HCO,DHAK_HCP,DHAK_HB,DHAK_HU,DHAK_HT,DHAK_HQ,DHAK_HP,DHAK_HR,DHAK_HDE,DHAK_HDA,DHAK_HDD,DHAK_HDC,DHAK_HCW,DHAK_HCZ,DHAK_HCD,DHAK_HCB,DHAK_HCJ,DHAK_HCI,DHAK_HCK,DHAK_HBH,DHAK_HAZ,DHAK_HBE,DHAK_HBK,DHAK_HBI,DHAK_HBJ,DHAK_HBV
k2025,PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_massiliensis,2.56E-07,2.56E-07,2.56E-07,2.56E-07,0.737672001,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,0.159565356,0.07625536,2.56E-07,2.56E-07,2.56E-07,2.56E-07,2.56E-07,0.026493704,2.56E-07,2.56E-07,2.56E-07,2.56E-07
k2026,PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila,8.28E-08,8.28E-08,8.28E-08,8.28E-08,0.02672442,8.28E-08,8.28E-08,8.28E-08,0.09149897,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,0.103358935,8.28E-08,8.28E-08,8.28E-08,8.28E-08,0.120600881,8.28E-08,8.28E-08,8.28E-08,0.080416541,8.28E-08,8.28E-08,0.0343678,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,0.107976793,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,8.28E-08,0.435051602,8.28E-08,8.28E-08
k2027,PWY-6700: queuosine biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis,6.42E-08,6.42E-08,6.42E-08,6.42E-08,0.349710719,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,0.094416445,6.42E-08,0.202394994,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,0.09860208,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,0.027543039,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,0.01037897,0.180858358,0.036092247,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08
k2028,PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis,2.78E-07,2.78E-07,2.78E-07,2.78E-07,0.769834616,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,0.230150079,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07,2.78E-07
k2029,PWY-6700: queuosine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus,1.33E-07,1.33E-07,1.33E-07,1.33E-07,0.363252891,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,0.113713254,1.33E-07,1.33E-07,1.33E-07,0.069117003,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,0.087896992,1.33E-07,0.10797542,1.33E-07,1.33E-07,0.06457353,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,0.018798355,0.035754726,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,1.33E-07,0.13891144,1.33E-07,1.33E-07
k2030,PWY-6700: queuosine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila,1.10E-07,1.10E-07,1.10E-07,1.10E-07,0.026353783,1.10E-07,1.10E-07,1.10E-07,0.101513758,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,0.064197282,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,0.096648406,1.10E-07,1.10E-07,0.030563816,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,0.084687248,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,1.10E-07,0.596030215,1.10E-07,1.10E-07
k2031,PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_dispar,4.96E-07,4.96E-07,4.96E-07,4.96E-07,0.098982061,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,0.72758567,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,4.96E-07,0.173405499,4.96E-07
k2032,PWY-5097: L-lysine biosynthesis VI|g__Barnesiella.s__Barnesiella_intestinihominis,7.21E-08,7.21E-08,7.21E-08,7.21E-08,0.39362074,7.21E-08,0.016374936,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,0.110300001,7.21E-08,0.140105665,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,0.059416403,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,0.026488777,0.20235388,0.051336064,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08,7.21E-08
k2033,PWY-5097: L-lysine biosynthesis VI|g__Odoribacter.s__Odoribacter_splanchnicus,8.09E-08,8.09E-08,8.09E-08,8.09E-08,0.396988604,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,0.082423069,8.09E-08,8.09E-08,8.09E-08,0.067903452,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,0.186316822,8.09E-08,0.085977427,8.09E-08,8.09E-08,0.071881549,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,0.014992398,0.027277108,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,8.09E-08,0.066235687,8.09E-08,8.09E-08
k2034,PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_thetaiotaomicron,8.01E-08,8.01E-08,8.01E-08,8.01E-08,0.390098693,8.01E-08,8.01E-08,8.01E-08,0.008359502,0.026961565,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,0.044148973,8.01E-08,8.01E-08,8.01E-08,0.030859795,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,0.029739152,8.01E-08,8.01E-08,8.01E-08,8.01E-08,8.01E-08,0.019800372,8.01E-08,8.01E-08,0.008507149,0.024179815,0.207746976,8.01E-08,0.044311192,8.01E-08,0.150235642,8.01E-08,0.015047649
k2035,PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_massiliensis,2.49E-07,2.49E-07,2.49E-07,2.49E-07,0.74846572,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,0.179912981,0.071607858,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07
k2036,PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Barnesiella.s__Barnesiella_intestinihominis,7.61E-08,7.61E-08,7.61E-08,7.61E-08,0.326383402,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,0.096827516,7.61E-08,0.10276142,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,0.218288883,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,0.02400443,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,0.026653018,0.167921106,0.037156497,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08,7.61E-08
k2037,PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Odoribacter.s__Odoribacter_splanchnicus,1.15E-07,1.15E-07,1.15E-07,1.15E-07,0.458639543,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,0.114230035,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,0.143931778,1.15E-07,0.100419534,1.15E-07,1.15E-07,0.065794252,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,0.059849113,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,1.15E-07,0.057129987,1.15E-07,1.15E-07
k2038,PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_finegoldii,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.561006335,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.067155082,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.044761407,1.54E-07,1.54E-07,1.54E-07,0.327068991,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07
k2039,PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Barnesiella.s__Barnesiella_intestinihominis,8.06E-08,8.06E-08,8.06E-08,8.06E-08,0.353044108,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,0.098836671,8.06E-08,0.091542418,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,0.231419219,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,0.023678684,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,0.167865345,0.033609526,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08,8.06E-08
k2040,PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii,1.45E-07,1.45E-07,1.45E-07,1.45E-07,0.571609074,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,0.066046078,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,0.036995288,1.45E-07,1.45E-07,1.45E-07,0.32534185,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07,1.45E-07
k2041,PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Odoribacter.s__Odoribacter_splanchnicus,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.461065928,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.106757325,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.156983032,1.26E-07,0.108561421,1.26E-07,1.26E-07,0.049671123,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.059822151,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.057132732,1.26E-07,1.26E-07
k2042,PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Barnesiella.s__Barnesiella_intestinihominis,8.11E-08,8.11E-08,8.11E-08,8.11E-08,0.337340286,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,0.099164834,8.11E-08,0.081941708,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,0.227477334,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,0.022383605,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,0.02749069,0.171865784,0.032331783,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08,8.11E-08
k2043,PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii,1.57E-07,1.57E-07,1.57E-07,1.57E-07,0.562685307,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,0.068794834,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,0.043369832,1.57E-07,1.57E-07,1.57E-07,0.325141727,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07,1.57E-07
k2044,PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Odoribacter.s__Odoribacter_splanchnicus,1.27E-07,1.27E-07,1.27E-07,1.27E-07,0.455117145,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,0.105440806,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,0.150039912,1.27E-07,0.099648701,1.27E-07,1.27E-07,0.068605584,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,0.06202005,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,1.27E-07,0.059121462,1.27E-07,1.27E-07
k2045,PWY-6151: S-adenosyl-L-methionine cycle I|g__Barnesiella.s__Barnesiella_intestinihominis,7.15E-08,7.15E-08,7.15E-08,7.15E-08,0.29453266,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,0.082753178,7.15E-08,0.105546724,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,0.026086881,0.277044941,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,0.012368773,0.011712337,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,0.139761778,0.050189296,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08,7.15E-08
k2046,PWY-6151: S-adenosyl-L-methionine cycle I|g__Odoribacter.s__Odoribacter_splanchnicus,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.46523696,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.102854645,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.122238307,1.14E-07,0.146642574,1.14E-07,1.14E-07,0.074947445,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.042512179,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,1.14E-07,0.045562169,1.14E-07,1.14E-07
k2047,PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_massiliensis,3.01E-07,3.01E-07,3.01E-07,3.01E-07,0.976902046,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,3.01E-07,0.023081417,3.01E-07,3.01E-07,3.01E-07,3.01E-07
k2048,NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_sp_HGB5,2.87E-07,2.87E-07,2.87E-07,2.87E-07,0.999983911,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07
k2049,NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Odoribacter.s__Odoribacter_splanchnicus,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.501391113,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.156204699,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.175118537,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.046171736,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.055131977,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,1.54E-07,0.065974073,1.54E-07,1.54E-07
k2050,NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_finegoldii,4.07E-07,4.07E-07,4.07E-07,4.07E-07,0.218631829,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,0.119808417,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,0.16144808,4.07E-07,4.07E-07,4.07E-07,0.500090112,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07,4.07E-07
k2051,PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Barnesiella.s__Barnesiella_intestinihominis,8.23E-08,8.23E-08,8.23E-08,8.23E-08,0.374974558,8.23E-08,0.015249564,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,0.098407513,8.23E-08,0.142037847,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,0.193229343,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,0.025532044,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,0.138246897,0.012318202,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08,8.23E-08
k2052,PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Odoribacter.s__Odoribacter_splanchnicus,8.93E-08,8.93E-08,8.93E-08,8.93E-08,0.398960797,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,0.089591934,8.93E-08,8.93E-08,8.93E-08,0.061195216,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,0.202153743,8.93E-08,0.080125707,8.93E-08,8.93E-08,0.069445005,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,0.029868084,0.011083623,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,8.93E-08,0.057571607,8.93E-08,8.93E-08
k2053,PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_plebeius,2.54E-08,2.54E-08,2.54E-08,2.54E-08,0.373231392,2.54E-08,2.54E-08,2.54E-08,0.015066666,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,0.040458399,2.54E-08,2.54E-08,0.011859532,0.08117503,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,0.291606614,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,0.058613441,2.54E-08,2.54E-08,0.127987683,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08,2.54E-08
